Name,Code,Data Collection Number,Data Collection Date,Assessor,Breed,Sex,Litter,Source,DOB,DOA,End Date,Duration,Status,Outcome,Working,BT Start,BT Duration,Familiarisation-Start Time (MM:SS),Familiarisation-Response [Oriented to Handler],Familiarisation-Response [Exploration],Familiarisation-Response [Waiting],Familiarisation-Comments,Call Back-Start Time (MM:SS) ,Call Back-Response,Call Back-Comments,Walking-Start Time (MM:SS),Walking-Distractibility,Walking-Pull on leash,Walking-Pull strength,Walking-Initiative,Walking-Comments,Standing-Start Time (MM:SS) ,Standing-Response,Standing-Comments,Sitting-Start Time (MM:SS) ,Sitting-Response,Sitting-Comments,Lying-Start Time (MM:SS) ,Lying-Response,Lying-Settled,Lying-Finish Time (MM:SS),Lying-Comments,Body check-Start Time (MM:SS),Body check-Table,Body check-Response,Body check-General [Mouths],Body check-General [Licks],Body check-Finish Time (MM:SS) ,Body Check-Comments,Tea Towel-Start Time (MM:SS),Tea Towel-First Response [Indifferent],Tea Towel-First Response [Change from Neutral],Tea Towel-First Response [Turns head],Tea Towel-First Response [Attempts to/Removes towel by moving],Tea Towel-First Response [Attempts to/Removes towel with mouth],Tea Towel-First Response [Plays],Tea Towel-Second Response [Indifferent],Tea Towel-Second Response [Turns head],Tea Towel-Second Response [Change from Neutral],Tea Towel-Second Response [Attempts to/Removes towel by moving],Tea Towel-Second Response [Attempts to/Removes towel with mouth],Tea Towel-Second Response [Plays],Tea Towel-Finish Time (MM:SS),Tea Towel-Comments,Distractions-Start Time (MM:SS),Distractions-First Response [Teddy],Distractions-First Response [Human],Distractions-First Response [Car],Distractions-First Response [Food],Distractions-Second Response [Teddy],Distractions-Second Response [Human],Distractions-Second Response [Car],Distractions-Second Response [Food],Distractions-Pull on leash,Distractions-Pull strength,Distractions-Human,Distractions-Finish Time (MM:SS) ,Distractions-Comments,Kong-Presentation-Start Time (MM:SS) ,Kong-Presentation-Response,Behaviour description,Kong-Interaction-Start Time (MM:SS),Kong-Interaction-Lateralisation,Kong-Interaction-Response to stimulus,Kong-Interaction-Response to handler,Kong-Interaction-Back,Kong-Interaction-Finish Time (MM:SS),Kong-Return-Handler,Kong-Comments,Dog-Start Time (MM:SS),Dog-Response,Dog-Call Back Response,Dog-Finish Time (MM:SS) ,Dog-Comments,Crate-Start Time (MM:SS) ,Crate-Entering,Crate-Behaviours [Settled],Crate-Behaviours [Sniffing/Exploring ],Crate-Behaviours [Actively Seeking Attention],Crate-Behaviours [Digging],Crate-Behaviours [Nudging Crate],Crate-Behaviours [Pawing],Crate-Behaviours [Whining],Crate-Behaviours [Barking],Crate-Self-Modulation,Crate-Stress,Crate-Urinating,Crate-Finish Time (MM:SS),Crate-Comments,Petting-Start Time (MM:SS),Petting-Handler-Stimulus,Petting-Handler-Holding dog,Petting-Confidence-During,Petting-Finish Time (MM:SS),Petting-Responsiveness-After,Petting-Comments,Isolation-Start Time (MM:SS),Isolation-Response [Time oriented],Isolation-Response [Exploration],Isolation-Response [Unsettled/Pacing],Isolation-Response [Whining],Isolation-Response [Barking],Isolation-Urinating,Isolation-Finish Time (MM:SS) ,Isolation-Comments,Reunion-Response,Reunion-Comments,Noise-Start Time (MM:SS),Noise-Time (MM:SS),Noise-Confidence,Noise-Walk Finish Time (MM:SS),Noise-Comments,Jumps,Shakes,Stretches,Whines,Short Barks,Continuous Barks,Growls,Scratches,Grooms,Yawns,Lip Smacking,S-Familiarisation-Handler_mean,S-Familiarisation-Handler_prod,S-Walking-Pull_mean,S-Walking-Pull_prod,S-Distractions-Pull_mean,S-Distractions-Pull_prod,S-Walking-Distractions-Pull_mean,S-Walking-Distractions-Pull_prod,S-Obedience_mean,S-Obedience_prod,S-Sensitivity,S-Tea Towel-First Response,S-Tea Towel-Second Response,S-Distractions-First Response_mean,S-Distractions-First Response_prod,S-Distractions-Second Response_mean,S-Distractions-Second Response_prod,S-Distractions-Difference_mean,S-Kong-Response_mean,S-Kong-Response_prod,S-Dog-Distraction_mean,S-Dog-Distraction_prod,S-Call-Response_mean,S-Call-Response_prod,S-Familiarisation-Dog-Call,S-Crate-Response_mean,S-Crate-Response_prod,S-Crate-Stimulus_mean,S-Crate-Stimulus_prod,S-Crate-Handler_mean,S-Crate-Handler_prod,S-Petting-Stimulus-During_mean,S-Petting-Stimulus-During_prod,S-Petting-Engagement-During_mean,S-Petting-Engagement-During_prod,S-Petting-After_mean,S-Petting-After_prod,S-Isolation-Handler_mean,S-Isolation-Handler_prod,S-Isolation-Stimulus,S-Sociability_mean,S-Sociability_prod
Joy,10-12-LJ,2,2019-12-18,B,LR,F,J1,IGDB,2018-07-03,2019-10-07,2020-06-19,256 days,GD,Success,Success,12:20:35,0:15:42,,1.0,5.0,1.0,,,1.0,,,2.0,3.0,2.0,3.0,,,2.0,,,2.0,,,4.0,4.0,,,,4.0,2.0,No,No,,,,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,,,,4,4,4,1,1,4.0,4.0,5.0,2.0,3.0,5.0,,,,4.0,dog sit but moves slightly,,None,3.0,3.0,1.0,,2.0,,,7.0,3.0,,"handler calls dog, dog moves towards crate and handler call dogs again",,2.0,2.0,2.0,4.0,1.0,2.0,3.0,2.0,3.0,3.0,2.0,No,,,,1.0,1.0,4.0,,5.0,,,5.0,1.0,3.0,3.0,2.0,No,,,3.0,,,,5.0,,,,,,,,,,,,,,1.0,1.0,2.5,6.0,2.5,6.0,0.0,0.0,2.6666666666666665,16.0,3.0,1.1666666666666667,0.0,3.25,64,3.5,80.0,0.25,2.5,24.0,5.0,21.0,2.0,3.0,-2.0,2.5,36.0,2.0,12.0,3.0,24.0,2.5,4.0,2.5,4.0,3.0,5.0,3.3333333333333335,30.0,-2.0,4.0,60.0
Junior,10-11-LJ,1,2019-11-06,B,LR,M,J1,IGDB,2018-07-03,2019-10-07,2020-07-21,288 days,GD,Success,Success,13:28:02,0:13:56,,3.0,4.0,2.0,,,1.0,dog was near handler,,1.0,1.0,1.0,3.0,,,4.0,,,2.0,,,2.0,2.0,,,,4.0,3.0,No,No,,,,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,,,,4,3,3,5,3,3.0,3.0,4.0,2.0,3.0,5.0,,,,4.0,broke sit and resat closer to handler ,,None,2.0,1.0,1.0,,2.0,,,5.0,1.0,,,,2.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,No,,,,1.0,1.0,4.0,,5.0,,,4.0,2.0,1.0,1.0,1.0,No,,,4.0,,,,4.0,,,,,,,,,,,,,,2.5,6.0,1.0,1.0,2.5,6.0,1.5,5.0,2.6666666666666665,16.0,3.5,1.6666666666666667,1.6666666666666667,3.75,180,3.25,108.0,-0.5,2.25,16.0,3.0,5.0,1.0,1.0,0.0,1.75,8.0,1.5,3.0,1.0,1.0,2.5,4.0,2.5,4.0,3.0,5.0,2.0,4.0,1.0,4.333333333333333,80.0
Junior,10-11-LJ,2,2020-01-09,B,LR,M,J1,IGDB,2018-07-03,2019-10-07,2020-07-21,288 days,GD,Success,Success,15:05:43,0:14:11,,2.0,4.0,1.0,,,1.0,,,2.0,2.0,2.0,2.0,,,3.0,handler interacted with dog by petting,,3.0,handler interacted with dog and stayed crouch down beside the dog,,4.0,3.0,,handler used food and stay kneeling down in front of the dog,,4.0,3.0,No,No,,,,Yes,No,No,No,No,No,Yes,No,No,No,No,No,,"handler doesn't fold tea towel, just drapes it on the dogs back",,3,4,3,5,1,2.0,2.0,3.0,2.0,4.0,5.0,,,,4.0,"sit, down, sit, down",,Righ,3.0,1.0,1.0,,2.0,,,5.0,1.0,,,,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,No,,,,1.0,1.0,2.0,,4.0,,,4.0,2.0,2.0,2.0,1.0,No,,,4.0,,,,5.0,,,,,,,,,,,,,,1.5,2.0,2.0,4.0,3.0,8.0,1.0,4.0,3.3333333333333335,36.0,3.5,0.0,0.0,3.75,180,2.0,12.0,-1.75,2.5,24.0,3.0,5.0,1.0,1.0,0.0,1.0,1.0,1.25,2.0,1.0,1.0,1.5,2.0,1.5,2.0,2.5,4.0,2.3333333333333335,8.0,0.0,3.3333333333333335,32.0
Kelvin,10-13-LK,1,2019-11-01,B,LRxGR,M,K1,IGDB,2018-08-02,2019-10-07,2020-07-02,269 days,GD,Success,Success,14:16:41,0:15:40,,2.0,4.0,1.0,,,,dog came back to handler before call back,,1.0,2.0,2.0,2.0,,,4.0,,,2.0,,,2.0,2.0,,handler used food and stayed down beside the dog,,4.0,3.0,No,No,,,,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,,,,6,5,4,3,6,4.0,4.0,,4.0,5.0,6.0,,didn't pass the dog food bowl the 2nd time,,4.0,"sits and breaks it to move nearer to handler, nudges handler ",,Both,3.0,1.0,1.0,,3.0,handler placed the kong away from them and the dog stayed in the same spot ,,6.0,2.0,,,,1.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,4.0,3.0,2.0,No,,,,1.0,1.0,3.0,,5.0,,,3.0,3.0,3.0,2.0,4.0,No,,,5.0,,,,4.0,,,,,,,,,,,,,,1.5,2.0,2.0,4.0,4.5,20.0,2.5,16.0,2.6666666666666665,16.0,3.5,2.5,3.5,4.5,360,4.666666666666667,96.0,-0.3333333333333333,2.75,36.0,4.0,12.0,2.0,2.0,,2.25,18.0,1.25,2.0,3.3333333333333335,32.0,2.0,3.0,2.0,3.0,3.0,5.0,3.0,24.0,0.0,4.333333333333333,75.0
Kelvin,10-13-LK,2,2020-01-09,B,LRxGR,M,K1,IGDB,2018-08-02,2019-10-07,2020-07-02,269 days,GD,Success,Success,14:43:49,0:14:33,,2.0,4.0,1.0,"monitor fell off collar, dog got out",,,no call back done,,1.0,2.0,2.0,2.0,,,3.0,,,2.0,,,4.0,3.0,,handler continuously pet dog and stays crouched beside the dog,,4.0,4.0,No,No,,,,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,,very excited,,6,5,4,6,2,4.0,3.0,3.0,3.0,5.0,6.0,,,,5.0,"dog jumps up at handler, sits, down, sits",,None,3.0,3.0,1.0,,2.0,,,6.0,2.0,,,,1.0,1.0,2.0,4.0,1.0,1.0,3.0,2.0,5.0,3.0,3.0,No,,,,1.0,1.0,4.0,,5.0,,,4.0,2.0,4.0,2.0,4.0,No,,,6.0,dog jumps up on handler,,,5.0,,,,,,,,,,,,,,1.5,2.0,2.0,4.0,4.0,15.0,2.0,11.0,3.0,24.0,4.0,3.5,3.5,5.25,720,3.0,72.0,-2.25,2.75,30.0,4.0,12.0,2.0,2.0,,2.75,36.0,1.75,6.0,3.6666666666666665,40.0,2.5,4.0,2.5,4.0,3.0,5.0,3.3333333333333335,32.0,-2.0,5.0,120.0
Meeko,11-02-IM,2,2020-01-16,A,LR,M,M1,IGDB,2018-08-25,2019-11-04,2020-05-29,207 days,W,Fail,Fail,14:41:37,0:16:41,,3.0,5.0,1.0,,,1.0,,,3.0,1.0,1.0,3.0,Very distracted and needing support and encouragement to keep walking because of it,,1.0,"Scent distracted and not completely grasping the stand and wait command, hence quite distracted, wanting to move around and sit alot",,2.0,Scent distracted - looking for treats in handlers hands and breaking sit to sniff around.,,1.0,1.0,,Once again- scent distraction causing breaks. There is a possibility of body sensitivity here with not wanting to go down completely and/or breaking the down almost immediately and needing loads of handler support. ,,2.0,3.0,No,No,,,,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,,,,2,3,4,4,3,2.0,2.0,2.0,2.0,2.0,5.0,,,,2.0,Staring intently - does avert attention for a few seconds but reverts back to starting at kong. Good behaviour shown - no breaks in the sit or shifting weight or moving. ,,Both,3.0,1.0,2.0,,2.0,,,3.0,4.0,,While he does have a look at the dog and wags tail it is very short lived and not from the beginning - he is more interested in exploring and doesnt attempt to move toward the dog. It took several times before he went back to handler because of his high scent distraction,,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,No,,,,1.0,1.0,3.0,,3.0,,,2.0,4.0,1.0,1.0,1.0,No,,Even while at the gate and technically orientated there - he was still sniffing about. ,4.0,,,,4.0,,Sight change in posture - his head and ears slightly perk up - but very minor and almost immediate recovery,,,,,,,,,,,,2.0,3.0,1.0,1.0,2.0,4.0,1.0,3.0,1.3333333333333333,2.0,2.5,1.0,0.5,3.25,96,2.25,24.0,-1.0,2.25,24.0,3.5,12.0,2.5,4.0,-3.0,1.0,1.0,1.5,3.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,3.0,1.3333333333333333,2.0,3.0,3.3333333333333335,36.0
Kain,11-11-IK,1,2019-12-18,A,LRxGR,M,K1,IGDB,2018-08-02,2019-11-12,2020-07-15,246 days,AD,Success,Success,14:35:47,0:15:11,,2.0,4.0,1.0,Scratching - body sensitive?,,2.0,,,3.0,1.0,1.0,2.0,,,3.0,Whines and scratches and barks. Not the most stationary of stands and not quite happy to be doing it but not bad.,,3.0,A bit distracted by the background and air scenting. Handler remains crouched at his side,,3.0,1.0,,Handler remains crouched beside him. constant sniffing and very distracted by environment,,4.0,3.0,No,No,,Low tail carriage,,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,,have said yes to playing as handler took the towel from his mouth and he was slight activated when it was taken away,,6,5,5,6,6,4.0,4.0,6.0,4.0,5.0,6.0,,Quite obsessed with the teddy and food - especially teddy. Handler almost incapable of controlling him and nearly pulled off her feet. ,,5.0,Jumps up at handler in the beginner - does modulate but I dont think he would have maintained much longer than he did. ,,Left,4.0,1.0,2.0,,2.0,Video change over - new video not good quality - tilted 90 degrees and missed part of the session with the kong also not stable  ,,4.0,4.0,,Does look at dog but doesnt move toward the dog - only moves off to explore environment when dog is being put away. Cant see the entirety of this reaction due to the quality of the reaction so scored on what I could see,,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,No,,While he modulates well enough he def isnt settled ,,1.0,1.0,3.0,,4.0,Camera with handler/assessor so dog isnt completely isolated ,,5.0,1.0,2.0,1.0,1.0,No,,,5.0,,,,3.0,,,,,,,,,,,,,,1.5,2.0,1.0,1.0,4.5,20.0,3.5,19.0,3.0,27.0,3.5,1.8333333333333333,2.8333333333333335,5.5,900,5.0,576.0,-0.5,3.25,80.0,4.0,16.0,3.0,8.0,-2.0,2.25,18.0,1.25,2.0,1.0,1.0,2.0,3.0,2.0,3.0,2.5,4.0,2.3333333333333335,5.0,-1.0,4.0,60.0
Katie,11-21-IK,1,2019-12-12,B,LRxGR,F,K1,IGDB,2018-08-02,2019-11-19,2020-07-10,234 days,AD,Success,Success,14:38:08,0:14:19,,1.0,5.0,1.0,,,1.0,,,2.0,2.0,2.0,1.0,,,2.0,,,2.0,,,2.0,2.0,,,,2.0,3.0,No,No,,,,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,,,,4,4,4,4,3,3.0,3.0,3.0,3.0,4.0,5.0,,,,5.0,"sits, jumps at handler, down, sits, down, sits",,None,3.0,3.0,2.0,,2.0,,,5.0,2.0,,,,1.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,No,,,,1.0,1.0,2.0,,3.0,,,2.0,4.0,3.0,2.0,1.0,No,,problem with equipment,4.0,,,,4.0,,,,,,,,,,,,,,1.0,1.0,2.0,4.0,3.5,12.0,1.5,8.0,2.0,8.0,2.5,2.5,1.1666666666666667,4.0,256,3.0,81.0,-1.0,3.0,60.0,3.5,10.0,1.5,2.0,-1.0,1.75,8.0,1.25,2.0,1.6666666666666667,4.0,1.5,2.0,1.5,2.0,2.0,3.0,1.6666666666666667,4.0,1.0,3.0,24.0
Mara,11-12-IM,1,2019-12-18,A,LR,F,M1,IGDB,2018-08-25,2019-11-12,2020-01-03,52 days,W,Fail,Fail,13:35:03,0:15:51,,3.0,5.0,1.0,,,1.0,,,3.0,1.0,1.0,3.0,Scent distraction,,2.0,Not good positioning for a stand and hence dog is quite restless and probably not really knowing what is required from her.,,2.0,Handler crouches for the entirety High Scent distraction. Does maintain at the end,,3.0,3.0,,Handler remains crouched and gives alot of support.n Does maintain,,1.0,3.0,No,No,,,,Yes,No,No,No,No,No,Yes,No,No,No,No,No,,,,4,3,2,5,2,2.0,3.0,4.0,3.0,3.0,5.0,,,,4.0,Edges closer to the handler and sniffs the kong. ,,Left,3.0,1.0,1.0,,2.0,,,6.0,2.0,,As soon as she notices the dog she does go toward it but loses interest and begins to explore ,,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,No,,,,1.0,1.0,3.0,,3.0,,,3.0,4.0,2.0,2.0,1.0,No,,,4.0,,,,3.0,,,,,,,,,,,,,,2.0,3.0,1.0,1.0,3.0,9.0,2.0,8.0,2.3333333333333335,12.0,2.0,0.0,0.0,3.5,120,2.75,48.0,-0.75,2.5,24.0,4.0,12.0,1.5,2.0,-1.0,1.0,1.0,1.25,2.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,6.0,2.0,3.3333333333333335,36.0
Kaiser,11-24-IK,1,2019-12-13,A,LRxGR,M,K1,IGDB,2018-08-02,2019-11-20,2020-07-31,254 days,GD,Success,Success,14:36:49,0:16:19,,2.0,5.0,2.0,Bit of whining . ,,1.0,,,3.0,2.0,2.0,1.0,Sometimes falls to heel but walks mostly ahead,,3.0,Quite distracted and activated. Licking handlers hand. ,,1.0,Whining barking and breaking - quite distracted and activated. Needed lots of handler support. ,,1.0,1.0,,"Whining, barking and breaking ",,4.0,4.0,No,No,,,,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,,,,6,4,4,4,1,2.0,3.0,4.0,4.0,5.0,6.0,,,,5.0,"Activated, lip smacking, whining, barking, attention seeking, jumping up at handler",,None,4.0,3.0,3.0,,3.0,,,7.0,2.0,,,,2.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,No,,,,1.0,1.0,3.0,,3.0,,,4.0,3.0,2.0,2.0,1.0,No,,,2.0,,,,4.0,,Quick recovery,,,,,,,,,,,,2.0,4.0,2.0,4.0,4.5,20.0,2.5,16.0,1.6666666666666667,3.0,4.0,1.8333333333333333,1.1666666666666667,4.5,384,2.5,24.0,-2.0,3.75,180.0,4.5,14.0,1.5,2.0,-1.0,2.75,48.0,1.5,3.0,1.6666666666666667,4.0,2.0,3.0,2.0,3.0,2.0,3.0,2.3333333333333335,8.0,1.0,2.6666666666666665,18.0
Katie,11-21-IK,2,2020-01-28,B,LRxGR,F,K1,IGDB,2018-08-02,2019-11-19,2020-07-10,234 days,AD,Success,Success,12:38:33,0:15:14,,1.0,5.0,1.0,,,1.0,,,2.0,3.0,2.0,2.0,,,1.0,,,2.0,,,3.0,3.0,,handler stays crouched down beside dog,,4.0,1.0,No,No,,,,No,No,No,Yes,No,No,No,No,No,Yes,No,No,,,,4,4,3,6,3,3.0,3.0,6.0,4.0,5.0,6.0,,,,5.0,"jumps up for kong when being handed in, sits, downs, ",,Righ,3.0,3.0,2.0,,3.0,,,6.0,2.0,,handler walks towards dog and calls dog then,,1.0,3.0,2.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,No,,,,1.0,3.0,2.0,,3.0,,,2.0,4.0,4.0,1.0,1.0,No,,,4.0,,,,5.0,,,,,,,,,,,,,,1.0,1.0,2.5,6.0,4.5,20.0,2.0,14.0,2.0,6.0,2.5,0.8333333333333334,0.8333333333333334,4.25,288,3.75,162.0,-0.5,3.25,90.0,4.0,12.0,1.5,2.0,-1.0,1.75,8.0,1.5,4.0,2.3333333333333335,9.0,1.5,2.0,2.5,6.0,3.0,9.0,1.3333333333333333,2.0,0.0,3.0,24.0
Kain,11-11-IK,2,2020-01-16,A,LRxGR,M,K1,IGDB,2018-08-02,2019-11-12,2020-07-15,246 days,AD,Success,Success,15:07:36,0:15:03,,2.0,5.0,1.0,,,1.0,,,3.0,2.0,2.0,1.0,,,2.0,Started off well but broke toward the end- distracted and bored,,2.0,Handler crouched by dogs side,,4.0,3.0,,Handler remains crouched,,4.0,3.0,No,No,,,,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,,,,6,2,2,3,3,3.0,2.0,4.0,4.0,5.0,4.0,,,,5.0,Jumping up at handler and staring very intently,,Both,3.0,1.0,1.0,,2.0,Dog on lead still so has to keep close to and follow the handler,,5.0,1.0,,,,1.0,2.0,2.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,No,,Sits on commands.,,1.0,1.0,3.0,,3.0,Quickly loses interest,,4.0,3.0,1.0,4.0,4.0,No,,Dog goes through gate,4.0,,,,6.0,,,,,,,,,,,,,,1.5,2.0,2.0,4.0,4.5,20.0,2.5,16.0,2.6666666666666665,16.0,3.5,1.8333333333333333,1.8333333333333333,3.25,72,3.0,72.0,-0.25,2.75,30.0,3.0,5.0,1.0,1.0,0.0,2.25,18.0,1.25,2.0,2.3333333333333335,9.0,2.0,3.0,2.0,3.0,2.0,3.0,4.0,64.0,2.0,3.3333333333333335,36.0
Meg,11-22-IM,1,2019-12-12,B,LR,F,M1,IGDB,2018-08-25,2019-11-19,2020-01-31,73 days,W,Fail,Fail,13:40:24,0:17:40,,2.0,4.0,2.0,problem with equipment,,1.0,,,1.0,1.0,1.0,4.0,,,4.0,,,3.0,,,1.0,,,dog did not go into a down after being asked by handler numerous times,,4.0,3.0,No,No,,,,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,,,,4,4,3,4,3,4.0,3.0,3.0,2.0,2.0,5.0,,,,2.0,sits,,None,3.0,3.0,2.0,,2.0,,,4.0,1.0,,,,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,No,,,,1.0,1.0,3.0,,4.0,,,5.0,1.0,1.0,1.0,1.0,No,,,4.0,,,,4.0,,,,,,,,,,,,,,2.0,4.0,1.0,1.0,2.0,4.0,1.0,3.0,2.6666666666666665,12.0,3.5,1.0,1.6666666666666667,3.75,192,3.25,108.0,-0.5,2.25,24.0,2.5,4.0,1.0,1.0,0.0,2.25,24.0,1.5,3.0,1.0,1.0,2.0,3.0,2.0,3.0,2.5,4.0,2.3333333333333335,5.0,0.0,3.6666666666666665,48.0
Tosh,11-23-IT,1,2019-12-12,B,GR,M,T1,GDBUK,2018-09-25,2019-11-19,2020-01-20,62 days,W,Fail,Fail,14:13:15,0:14:28,,2.0,5.0,1.0,,,1.0,dog was near handler,,2.0,1.0,1.0,4.0,,,2.0,,,2.0,,,3.0,3.0,,,,3.0,3.0,No,No,,,,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,,,,3,3,3,3,3,3.0,3.0,3.0,1.0,1.0,4.0,,,,2.0,sits,,Left,3.0,1.0,2.0,,2.0,,,4.0,1.0,,,,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,No,,,,1.0,1.0,3.0,,4.0,,,2.0,4.0,1.0,1.0,1.0,No,,,4.0,,,,3.0,,,,,,,,,,,,,,1.5,2.0,1.0,1.0,1.0,1.0,0.0,0.0,2.3333333333333335,12.0,3.0,1.0,0.5,3.0,81,3.0,81.0,0.0,2.25,24.0,2.5,4.0,1.0,1.0,0.0,2.25,24.0,1.5,3.0,1.0,1.0,2.0,3.0,2.0,3.0,2.5,4.0,1.3333333333333333,2.0,3.0,3.6666666666666665,48.0
Lexie,11-26-IL,1,2019-12-12,B,LR,F,L1,IGDB,2018-08-17,2019-11-19,2020-07-20,244 days,AD,Success,Success,13:12:41,0:14:00,,1.0,5.0,1.0,,,1.0,,,1.0,1.0,2.0,4.0,,,3.0,,,3.0,handler sat on chair,,4.0,4.0,,,,3.0,2.0,No,Yes,,,,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,,,,4,5,3,1,1,4.0,1.0,1.0,2.0,5.0,7.0,,,,4.0,sits,,None,3.0,1.0,4.0,,2.0,handler had to distract dog with treats as dog moved away with kong when handler tried to get kong back,,4.0,1.0,,,,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,No,,,,1.0,1.0,4.0,,6.0,,,2.0,4.0,1.0,1.0,1.0,No,,,4.0,,,,4.0,,,,,,,,,,,,,,1.0,1.0,1.5,2.0,3.5,10.0,2.0,8.0,3.3333333333333335,36.0,2.5,2.5,0.5,3.25,60,1.75,4.0,-1.5,3.25,96.0,2.5,4.0,1.0,1.0,0.0,1.25,2.0,1.25,2.0,1.0,1.0,2.5,4.0,2.5,4.0,3.5,6.0,1.3333333333333333,2.0,3.0,4.666666666666667,96.0
Kaiser,11-24-IK,2,2020-01-28,A,LRxGR,M,K1,IGDB,2018-08-02,2019-11-20,2020-07-31,254 days,GD,Success,Success,13:47:44,0:14:06,,2.0,5.0,1.0,,,2.0,,,2.0,2.0,2.0,1.0,,,2.0,Counted the first few responses in my scorem- the ones before handler moved on to sit (and came back to stand). Sat at the end without being asked. ,,4.0,Barking and whining (but I dont know whether the whining is coming from him or the dog in the crate). Was supposed to do a stand but decided to do a sit first. ,,4.0,3.0,,Settles very nicely toward the end of the exercise,,4.0,4.0,No,No,,,,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,,,,2,2,3,5,5,2.0,2.0,4.0,4.0,4.0,4.0,,,,4.0,"Whining, intense stare but maintains sit",,Both,3.0,3.0,1.0,,2.0,,,6.0,3.0,,,,1.0,2.0,3.0,1.0,1.0,1.0,1.0,,1.0,2.0,2.0,No,,,,1.0,3.0,3.0,,4.0,Dog on lead. ,,4.0,2.0,3.0,,1.0,No,,,4.0,,,,4.0,,Minor suss - quick recovery,,,,,,,,,,,,1.5,2.0,2.0,4.0,4.0,16.0,2.0,12.0,3.3333333333333335,32.0,4.0,1.8333333333333333,1.8333333333333333,3.0,60,3.25,80.0,0.25,2.5,24.0,4.5,18.0,2.5,6.0,-1.0,2.0,12.0,1.5,3.0,1.0,1.0,2.0,3.0,3.0,9.0,3.5,12.0,2.5,4.0,-1.0,3.6666666666666665,48.0
Jessie,11-25-IJ,1,2019-12-13,A,LR,F,J1,IGDB,2018-07-03,2019-11-20,2020-08-30,284 days,GD,Success,Success,14:07:16,0:14:54,,3.0,5.0,2.0,,,1.0,,,1.0,1.0,1.0,2.0,,,1.0,,,1.0,Sat without being asked (break from stand) handler moves on. ,,2.0,1.0,,,,4.0,3.0,No,No,,,,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,,,,1,3,2,4,1,2.0,2.0,2.0,2.0,3.0,3.0,,,,2.0,Lay down after sitting staring for a while,,None,3.0,3.0,1.0,,2.0,"Is left on lead - but still manages to take the kong across the room albeit that the handler follows - however, had there been no lead he definitely would have taken the kong away, also he had to follow back being on lead",,6.0,1.0,,,,1.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,No,,,,1.0,1.0,2.0,,4.0,,,4.0,2.0,3.0,3.0,1.0,No,,,5.0,,,,3.0,,,,,,,,,,,,,,2.5,6.0,1.0,1.0,2.5,6.0,1.5,5.0,1.3333333333333333,2.0,3.5,1.0,0.0,2.5,24,1.75,8.0,-0.75,2.0,12.0,3.5,6.0,1.0,1.0,0.0,2.25,16.0,1.75,4.0,1.6666666666666667,4.0,1.5,2.0,1.5,2.0,2.5,4.0,2.6666666666666665,12.0,-1.0,3.6666666666666665,40.0
