Timestamp,Dog code,Data Collection Number,Data Collection Date,Assessor,Video Start Time (HH:MM:SS),Familiarisation-Start Time (MM:SS),Familiarisation-Response [Oriented to Handler],Familiarisation-Response [Exploration],Familiarisation-Response [Waiting],Familiarisation-Comments,Call Back-Start Time (MM:SS) ,Call Back-Response,Call Back-Comments,Walking-Start Time (MM:SS),Walking-Distractibility,Walking-Pull on leash,Walking-Pull strength,Walking-Initiative,Walking-Comments,Standing-Start Time (MM:SS) ,Standing-Response,Standing-Comments,Sitting-Start Time (MM:SS) ,Sitting-Response,Sitting-Comments,Lying-Start Time (MM:SS) ,Lying-Response,Lying-Settled,Lying-Finish Time (MM:SS),Lying-Comments,Body check-Start Time (MM:SS),Body check-Table,Body check-Response,Body check-General [Mouths],Body check-General [Licks],Body check-Finish Time (MM:SS) ,Body Check-Comments,Tea Towel-Start Time (MM:SS),Tea Towel-First Response [Indifferent],Tea Towel-First Response [Change from Neutral],Tea Towel-First Response [Turns head],Tea Towel-First Response [Attempts to/Removes towel by moving],Tea Towel-First Response [Attempts to/Removes towel with mouth],Tea Towel-First Response [Plays],Tea Towel-Second Response [Indifferent],Tea Towel-Second Response [Turns head],Tea Towel-Second Response [Change from Neutral],Tea Towel-Second Response [Attempts to/Removes towel by moving],Tea Towel-Second Response [Attempts to/Removes towel with mouth],Tea Towel-Second Response [Plays],Tea Towel-Finish Time (MM:SS),Tea Towel-Comments,Distractions-Start Time (MM:SS),Distractions-First Response [Teddy],Distractions-First Response [Human],Distractions-First Response [Car],Distractions-First Response [Food],Distractions-Second Response [Teddy],Distractions-Second Response [Human],Distractions-Second Response [Car],Distractions-Second Response [Food],Distractions-Pull on leash,Distractions-Pull strength,Distractions-Human,Distractions-Finish Time (MM:SS) ,Distractions-Comments,Kong-Presentation-Start Time (MM:SS) ,Kong-Presentation-Response,Behaviour description,Kong-Interaction-Start Time (MM:SS),Kong-Interaction-Lateralisation,Kong-Interaction-Response to stimulus,Kong-Interaction-Response to handler,Kong-Interaction-Back,Kong-Interaction-Finish Time (MM:SS),Kong-Return-Handler,Kong-Comments,Dog-Start Time (MM:SS),Dog-Response,Dog-Call Back Response,Dog-Finish Time (MM:SS) ,Dog-Comments,Crate-Start Time (MM:SS) ,Crate-Entering,Crate-Behaviours [Settled],Crate-Behaviours [Sniffing/Exploring ],Crate-Behaviours [Actively Seeking Attention],Crate-Behaviours [Digging],Crate-Behaviours [Nudging Crate],Crate-Behaviours [Pawing],Crate-Behaviours [Whining],Crate-Behaviours [Barking],Crate-Self-Modulation,Crate-Stress,Crate-Urinating,Crate-Finish Time (MM:SS),Crate-Comments,Petting-Start Time (MM:SS),Petting-Handler-Stimulus,Petting-Handler-Holding dog,Petting-Confidence-During,Petting-Finish Time (MM:SS),Petting-Responsiveness-After,Petting-Comments,Isolation-Start Time (MM:SS),Isolation-Response [Time oriented],Isolation-Response [Exploration],Isolation-Response [Unsettled/Pacing],Isolation-Response [Whining],Isolation-Response [Barking],Isolation-Urinating,Isolation-Finish Time (MM:SS) ,Isolation-Comments,Reunion-Response,Reunion-Comments,Noise-Start Time (MM:SS),Noise-Time (MM:SS),Noise-Confidence,Noise-Walk Finish Time (MM:SS),Noise-Comments,Jumps,Shakes,Stretches,Whines,Short Barks,Continuous Barks,Growls,Scratches,Grooms,Yawns,Lip Smacking
5/12/2020 13:21:20,12-03-LM,1,2020-01-09,Allyce,,,NA,5 - Constantly,NA,Handler didnt enter the testing area during the familiarisation process. Marked orientation and waiting as n/a due to this.,,1 - on the first command,Dog followed handler as soon as she entered the testing area,,1 - Hardly distracted (1-2),1 - not observed,"1 - no tension, lead relaxed",2 - Dog walks beside /at heel with the handler,,,2 - Not great (3-4 attempts),Wanted to sit and move in front of handler - seemed confused by exercise a little. No platform used. ,,1 - Poor (5+ attempts),"Moved to slightly face handler for sit. Slight lazy sit. Bored quickly. Pawed at handlers legs for attention, and jumped up. ",,4 - Excellent (1 attempt),2 - slightly unsettled,,Handler crouches next to dog. Tail wagging excitedly. ,,4 - Willing,4 - Willing,No,No,,,,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,,Turned head once in the second attempt but just out of curiosity and had been walking around completely indifferent for the most of the test. ,,3,3,3,4,1,2,2,2,2 - rare (1-2),3 - moderate tension,"6 - is very friendly, licks the person’s hands and wags its tail",,,,"5 - Overly interested, dog jumps at handler",Doesnt jump but does stand up on hindquarters to sniff the kong in the handlers hands,,Both,"3 - Interacts with kong continuously, but calmly",1 - Stays close to handler,"2 - Reluctant, but let it go",,2 - Calmly follows the handler,,,"5 - Very Interested, moves towards dog immediately",0 - does not leave trainer's side/comes back without being called,,,,1 - without any encouragement,4 - Mostly,1 - Never,2 - Rarely,1 - Never,2 - Rarely,1 - Never,1 - Never,1 - Never,1- Good self-modulation,1- Settled,No,,,,1 - slightly playful,1 - Never,"3 - slightly excited, tail wagging",,3 - calmly interacts with the handler,,,5 - Constantly,2 - Rarely,1 - Never,1 - Never,1 - Never,No,,Explores around perimeters of the gate,3 - calm approach,,,,3 - Indifferent,,,,,,,,,,,,,
5/12/2020 13:40:33,12-03-LM,2,2020-02-19,Allyce,,,4 - Regularly,5 - Constantly,1 - Never,,,2 - on the second or more,,,1 - Hardly distracted (1-2),1 - not observed,"1 - no tension, lead relaxed",4 - Dog walks consistently behind the handler,,,3 - Good (2 attempts),Scent distracted. needing support from handler. ,,4 - Excellent (1 attempt),Did need a little support from handler with all the dogs barking in the background,,4 - Excellent (1 attempt),4 - very settled,,Scent distracted at first and then settled very well,,4 - Willing,3 - Cooperative,No,No,,,,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,,Does turn his head on the first attempt but not worried about it - more inquisitive. Doesnt even look at it the second time. ,,4,3,2,3,1,3,2,2,2 - rare (1-2),2 - mild tension,"6 - is very friendly, licks the person’s hands and wags its tail",,,,4 - Very interested,Shifts weight and moves around a lot. Tail wagging frantically but doesnt jump up at handler,,Both,"3 - Interacts with kong continuously, but calmly",1 - Stays close to handler,1 - Not bothered to let it go,,2 - Calmly follows the handler,,,"3 - Mildly interested in other dog, does not move",0 - does not leave trainer's side/comes back without being called,,,,2 - needs some encouragement,4 - Mostly,3 - Occasionally,1 - Never,1 - Never,2 - Rarely,1 - Never,1 - Never,1 - Never,1- Good self-modulation,2 - Mildly stressed,No,,There is whining but I think its coming from the other dog.,,1 - slightly playful,1 - Never,"3 - slightly excited, tail wagging",,2 - explorative,,,4 - Mostly,2 - Rarely,1 - Never,NA/Inaudible,1 - Never,No,,Not sure where the whining is coming from,3 - calm approach,,,,3 - Indifferent,,,,,,,,,,,,,
5/12/2020 13:41:30,01-02-LM,1,2020-01-30,Susan Turtle,,,2 - Rarely,4 - Regularly,2 - Rarely,,,1 - on the first command,,,1 - Hardly distracted (1-2),1 - not observed,"1 - no tension, lead relaxed","3 - Dogs walk occasionally behind the handler, needs encouragement",,,1 - Poor (5+ attempts),,,4 - Excellent (1 attempt),,,1 - Poor (5+ attempts),2 - slightly unsettled,,dog stayed crouched beside the dog and constantly used food,,NA,3 - Cooperative,No,No,,handler said that dog wouldn't go on table,,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,,,,2,2,2,4,2,2,2,4,3 - sometimes (3-5),3 - moderate tension,"4 - positively looks at person, does not engage with them",,,,2 - Somewhat interested,sitting,sits,Righ,"3 - Interacts with kong continuously, but calmly",1 - Stays close to handler,"2 - Reluctant, but let it go",,2 - Calmly follows the handler,dog was on lead,,"3 - Mildly interested in other dog, does not move",0 - does not leave trainer's side/comes back without being called,,,,2 - needs some encouragement,2 - Rarely,3 - Occasionally,1 - Never,1 - Never,1 - Never,1 - Never,1 - Never,1 - Never,2 - Slow self-modulation,2 - Mildly stressed,No,,,,2 - moderately playful,1 - Never,"4 - very excited, moving around;",,4 - mild attention seeking,,,4 - Mostly,2 - Rarely,1 - Never,1 - Never,1 - Never,No,,,4 - activated approach,,,,4 - minor reaction,,,,,,,,,,,,,
5/12/2020 16:55:19,01-14-OL,1,2020-02-19,Susan Turtle,,,1 - Never,5 - Constantly,1 - Never,,,1 - on the first command,,,2 - Somewhat distracted (3-4),3 - occasionally,2 - mild tension,2 - Dog walks beside /at heel with the handler,,,2 - Not great (3-4 attempts),,,3 - Good (2 attempts),,,3 - Good (2 attempts),3 - reasonably settled,,,,2 - Hesitant,3 - Cooperative,No,No,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,not done -forgotten,,5,4,4,5,2,3,3,5,4 - frequent (6-8),"5 - extreme tension, back legs are stretched and one or more front paws raised off the floor",5 - approaches the person,,,,"5 - Overly interested, dog jumps at handler","sits and jumps up, then sits again",,Left,"3 - Interacts with kong continuously, but calmly",1 - Stays close to handler,1 - Not bothered to let it go,,2 - Calmly follows the handler,,,"5 - Very Interested, moves towards dog immediately",NA,,"handler didn't call dog back, dog went into crate by himself",,1 - without any encouragement,1 - Never,4 - Mostly,3 - Occasionally,2 - Rarely,3 - Occasionally,1 - Never,2 - Rarely,3 - Occasionally,3 - Poor self-modulation,3 - Moderately stressed,No,,,,1 - slightly playful,1 - Never,"3 - slightly excited, tail wagging",,3 - calmly interacts with the handler,,,2 - Rarely,4 - Mostly,4 - Mostly,NA/Inaudible,1 - Never,No,,,3 - calm approach,,,,3 - Indifferent,,,,,,,,,,,,,
5/12/2020 18:06:38,01-06-LN,1,2020-02-11,Susan Turtle,,,4 - Regularly,2 - Rarely,2 - Rarely,,,NA,dog sitting beside handler,,1 - Hardly distracted (1-2),1 - not observed,"1 - no tension, lead relaxed",2 - Dog walks beside /at heel with the handler,,,2 - Not great (3-4 attempts),,,3 - Good (2 attempts),,,1 - Poor (5+ attempts),2 - slightly unsettled,,,,3 - Cooperative,3 - Cooperative,No,No,,,,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,,,,4,4,4,5,2,4,2,5,3 - sometimes (3-5),3 - moderate tension,5 - approaches the person,,,,4 - Very interested,sits and moves slightly forward,,Left,"3 - Interacts with kong continuously, but calmly",1 - Stays close to handler,"2 - Reluctant, but let it go",,2 - Calmly follows the handler,,,"4 - Moderately interested in other  dog, moves towards dog after sometime",2 - on the second command or more,,,,1 - without any encouragement,4 - Mostly,3 - Occasionally,1 - Never,1 - Never,1 - Never,1 - Never,1 - Never,1 - Never,2 - Slow self-modulation,2 - Mildly stressed,No,,,,2 - moderately playful,1 - Never,"4 - very excited, moving around;",,4 - mild attention seeking,,,5 - Constantly,1 - Never,1 - Never,2 - Rarely,1 - Never,No,,,3 - calm approach,,,,4 - minor reaction,,,,,,,,,,,,,
5/12/2020 18:30:07,01-12-LN,1,2020-02-11,Susan Turtle,,,3 - Occasionally,3 - Occasionally,3 - Occasionally,,,NA,dog was in front of handler,,1 - Hardly distracted (1-2),1 - not observed,"1 - no tension, lead relaxed",2 - Dog walks beside /at heel with the handler,,,3 - Good (2 attempts),,,3 - Good (2 attempts),,,1 - Poor (5+ attempts),2 - slightly unsettled,,,,3 - Cooperative,3 - Cooperative,No,No,,,,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,,,,4,4,3,5,2,3,3,4,3 - sometimes (3-5),3 - moderate tension,5 - approaches the person,,,,2 - Mostly interested,sits and moves closer to handler,,None,"3 - Interacts with kong continuously, but calmly",1 - Stays close to handler,"2 - Reluctant, but let it go",,2 - Calmly follows the handler,,,"3 - Mildly interested in other dog, does not move",0 - does not leave trainer's side/comes back without being called,,,,2 - needs some encouragement,2 - Rarely,3 - Occasionally,1 - Never,1 - Never,1 - Never,1 - Never,1 - Never,1 - Never,2 - Slow self-modulation,2 - Mildly stressed,No,,,,1 - slightly playful,1 - Never,"3 - slightly excited, tail wagging",,3 - calmly interacts with the handler,,,NA/Inaudible,NA/Inaudible,NA/Inaudible,NA/Inaudible,NA/Inaudible,NA,,video stopped,NA,video stopped,,,NA,,video stopped,,,,,,,,,,,
5/13/2020 11:03:30,01-01-LM,1,2020-01-29,Allyce,,,3 - Occasionally,4 - Regularly,2 - Rarely,,,1 - on the first command,,,3 - Mostly distracted (5+),1 - not observed,"1 - no tension, lead relaxed",2 - Dog walks beside /at heel with the handler,,,2 - Not great (3-4 attempts),No platform used. Didnt stand straight and was restless. I dont think she properly understood the exercise,,2 - Not great (3-4 attempts),,,4 - Excellent (1 attempt),3 - reasonably settled,,Lay down without being asked. Handler remained crouched. ,,1 - Refuse,3 - Cooperative,No,Yes,,,,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,,,,5,3,4,5,1,3,2,4,2 - rare (1-2),2 - mild tension,"6 - is very friendly, licks the person’s hands and wags its tail",,,,4 - Very interested,Lifting hind quarters briefly and fixed staring,,Righ,"3 - Interacts with kong continuously, but calmly",1 - Stays close to handler,"2 - Reluctant, but let it go",,2 - Calmly follows the handler,,,"5 - Very Interested, moves towards dog immediately",1 - on the first command,,,,1 - without any encouragement,1 - Never,4 - Mostly,1 - Never,1 - Never,1 - Never,1 - Never,1 - Never,1 - Never,3 - Poor self-modulation,2 - Mildly stressed,Yes,,Urinating could signify stress - but not sure if she was desperate as there was a lot of sniffing before hand. Didnt seem overly frantic so I would say she likely needed the toilet more than being overly stressed,,1 - slightly playful,1 - Never,"3 - slightly excited, tail wagging",,3 - calmly interacts with the handler,,,3 - Occasionally,3 - Occasionally,1 - Never,1 - Never,1 - Never,No,,Think the whining is more from the other dog in the crate as the whining has been fairly persistent and continues after handler reunites with the dog,4 - activated approach,Very excited quite a frantic tail wag,,,3 - Indifferent,,Did move toward the bucket but was already in motion before the bucket was dropped therefore it was more inquisitive over the sight of the bucket - the noise didnt elicit any further reactions. ,,,,,,,,,,,
5/13/2020 11:25:09,01-03-LN,1,2020-01-29,Allyce,,,3 - Occasionally,5 - Constantly,2 - Rarely,,,1 - on the first command,,,2 - Somewhat distracted (3-4),1 - not observed,"1 - no tension, lead relaxed",4 - Dog walks consistently behind the handler,,,1 - Poor (5+ attempts),walking around the handler  - and whinging (handler remarks on this). handler doesnt intervene too much when she breaks,,NA,Only attempted temporarily for a very short time- handler and assessor decide to go forward to a down - handler and assessor are speaking about something that might impede this (health concern?) ,,1 - Poor (5+ attempts),1 - very unsettled,,Shoots back up almost immediately and handler struggles to get her to go down at all ,,3 - Cooperative,3 - Cooperative,No,No,,tail tucked,,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,,,,4,3,1,5,1,2,2,3,2 - rare (1-2),4 - strong tension,5 - approaches the person,,,,2 - Mostly interested,some whinging,,None,1 - Does not interact with kong,2 - Moves slightly away from handler,NA,,2 - Calmly follows the handler,,,"5 - Very Interested, moves towards dog immediately",0 - does not leave trainer's side/comes back without being called,,,,2 - needs some encouragement,1 - Never,2 - Rarely,5 - Constantly,1 - Never,1 - Never,1 - Never,5 - Constantly,1 - Never,3 - Poor self-modulation,3 - Moderately stressed,No,,,,1 - slightly playful,1 - Never,"4 - very excited, moving around;",,3 - calmly interacts with the handler,,,4 - Mostly,2 - Rarely,2 - Rarely,3 - Occasionally,2 - Rarely,No,,,4 - activated approach,,,,4 - minor reaction,,quick recovery.,,,,,,,,,,,
5/14/2020 10:24:40,01-05-LN,1,2020-01-29,Allyce,,,4 - Regularly,3 - Occasionally,2 - Rarely,Unsure about moving away from handler. Took some time to explore.,,1 - on the first command,,,1 - Hardly distracted (1-2),1 - not observed,"1 - no tension, lead relaxed","3 - Dogs walk occasionally behind the handler, needs encouragement","Sometimes needing food lure from handler as he was walking behind alot, and sometimes trying to move over to the handlers right side while walking.",,3 - Good (2 attempts),No platform used. Did a cirlce around handler but did go back to standing and waiting,,4 - Excellent (1 attempt),,,3 - Good (2 attempts),4 - very settled,,Handler used lure and remained crouched next to him,,4 - Willing,4 - Willing,No,No,,,,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,,,,4,2,3,4,2,2,2,3,3 - sometimes (3-5),3 - moderate tension,"4 - positively looks at person, does not engage with them",,,,2 - Somewhat interested,Sitting and maintaining but not completey into the kong - looking around at the assessors etc. ,,None,"3 - Interacts with kong continuously, but calmly",3 - Takes kong and moves away from handler,1 - Not bothered to let it go,,2 - Calmly follows the handler,,,"3 - Mildly interested in other dog, does not move",0 - does not leave trainer's side/comes back without being called,,,,2 - needs some encouragement,1 - Never,3 - Occasionally,1 - Never,1 - Never,1 - Never,1 - Never,1 - Never,1 - Never,1- Good self-modulation,2 - Mildly stressed,No,,,,1 - slightly playful,1 - Never,"3 - slightly excited, tail wagging",,3 - calmly interacts with the handler,,,4 - Mostly,1 - Never,2 - Rarely,3 - Occasionally,1 - Never,No,,definitely two sets of whining ,3 - calm approach,,,,4 - minor reaction,,,,,,,,,,,,,
5/14/2020 10:39:22,01-11-LZ,1,2020-02-11,Allyce,,,2 - Rarely,5 - Constantly,1 - Never,,,1 - on the first command,,,2 - Somewhat distracted (3-4),3 - occasionally,3 - moderate tension,2 - Dog walks beside /at heel with the handler,Did walk ahead once or twice but mostly at heel,,3 - Good (2 attempts),,,3 - Good (2 attempts),quite food obsessed.,,2 - Not great (3-4 attempts),1 - very unsettled,,Very activated and excited.,,4 - Willing,4 - Willing,No,No,,,,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,,,,1,3,3,4,3,2,3,2,2 - rare (1-2),3 - moderate tension,"6 - is very friendly, licks the person’s hands and wags its tail",,,,4 - Very interested,Sitting and maintaining but stretching head out and staring intently,,None,"3 - Interacts with kong continuously, but calmly",1 - Stays close to handler,1 - Not bothered to let it go,,2 - Calmly follows the handler,,,"1 - Not interest in other dog, does not move",0 - does not leave trainer's side/comes back without being called,,More interested in the food the handler has - does see the dog but doesnt change demeanor at all and immediately reverts attention back at handler,,1 - without any encouragement,1 - Never,3 - Occasionally,1 - Never,1 - Never,1 - Never,3 - Occasionally,1 - Never,1 - Never,3 - Poor self-modulation,2 - Mildly stressed,No,,,,1 - slightly playful,1 - Never,"4 - very excited, moving around;",,4 - mild attention seeking,,,4 - Mostly,1 - Never,2 - Rarely,NA/Inaudible,1 - Never,No,,Couldnt tell where the whining was coming from,4 - activated approach,,,,4 - minor reaction,,Startle response mild - quick recovery,,,,,,,,,,,
5/15/2020 11:11:14,01-13-LO,1,2020-02-11,Allyce,,,2 - Rarely,5 - Constantly,1 - Never,Body shakes - body sensitivity?,,1 - on the first command,,,2 - Somewhat distracted (3-4),2 - rare,2 - mild tension,1 - Dog walks out ahead the handler,Goes between walking ahead and walking beside / at heel,,3 - Good (2 attempts),Wasnt officially asked to stand. No platform used either. Good considering,,1 - Poor (5+ attempts),,,3 - Good (2 attempts),3 - reasonably settled,,,,3 - Cooperative,3 - Cooperative,No,No,,Handler remarks on dog having sore ears. Seems quite head shy and this is probably why but wasnt too comfortable throughout the body check - quite squirmy. Still co-operative though,,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,,Lowered tail carriage a little and change in demeanour,,4,3,3,4,3,3,3,4,4 - frequent (6-8),4 - strong tension,"6 - is very friendly, licks the person’s hands and wags its tail",,Mod - High interest in just about all the distractions,,2 - Mostly interested,Sitting calmly. Mostly staring at kong but every now and then he peers over to the rest of the room,,None,"3 - Interacts with kong continuously, but calmly",1 - Stays close to handler,1 - Not bothered to let it go,,2 - Calmly follows the handler,,,"4 - Moderately interested in other  dog, moves towards dog after sometime",0 - does not leave trainer's side/comes back without being called,,I would actually say a high interest but he only moved after a bit of a pause and looked to handler first to make sure he was allowed,,1 - without any encouragement,1 - Never,4 - Mostly,3 - Occasionally,1 - Never,1 - Never,2 - Rarely,4 - Mostly,1 - Never,3 - Poor self-modulation,3 - Moderately stressed,No,,,,1 - slightly playful,1 - Never,"3 - slightly excited, tail wagging",,2 - explorative,,,4 - Mostly,3 - Occasionally,2 - Rarely,4 - Mostly,1 - Never,No,,,3 - calm approach,,,,4 - minor reaction,,Did move toward can but not a heavy startle.,,,,,,,,,,,
5/15/2020 11:33:37,01-15-LO,1,2020-02-11,Allyce,,,4 - Regularly,5 - Constantly,1 - Never,Inaudible whining.,,2 - on the second or more,,,3 - Mostly distracted (5+),1 - not observed,"1 - no tension, lead relaxed","3 - Dogs walk occasionally behind the handler, needs encouragement",,,2 - Not great (3-4 attempts),Moving around.  No platform used. I would say he wasnt sure what he was supposed to be doing. ,,2 - Not great (3-4 attempts),A bit distracted by dogs barking in the background.,,4 - Excellent (1 attempt),3 - reasonably settled,,Good handler support as I think it was needed. He maintained his down well but I think due to the support he had,,3 - Cooperative,4 - Willing,No,No,,,,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,,,,2,3,2,5,3,3,2,4,3 - sometimes (3-5),"5 - extreme tension, back legs are stretched and one or more front paws raised off the floor","6 - is very friendly, licks the person’s hands and wags its tail",,,,"1 - Not interested, looks or walks away",sits for a while but doesnt look at the kong at all. Then moves off and explores and doesnt want to come back. No interest.,,None,"3 - Interacts with kong continuously, but calmly",1 - Stays close to handler,1 - Not bothered to let it go,,2 - Calmly follows the handler,,,"3 - Mildly interested in other dog, does not move",0 - does not leave trainer's side/comes back without being called,,,,2 - needs some encouragement,2 - Rarely,4 - Mostly,1 - Never,1 - Never,1 - Never,1 - Never,NA,1 - Never,1- Good self-modulation,2 - Mildly stressed,No,,,,1 - slightly playful,1 - Never,2 - indifferent;,,3 - calmly interacts with the handler,,,4 - Mostly,2 - Rarely,2 - Rarely,NA/Inaudible,1 - Never,No,,Video ended before end of the session - new video commences toward the end of the session.,1 - Indifferent,,,,4 - minor reaction,,Slight startle response. Quick recovery,,,,,,,,,,,
4/21/2021 23:14:29,09-25-LV,1,05/10/2020,Susan Turtle,13:10:59,00:04,2 - Rarely,4 - Regularly,1 - Never,constantly sniffing,01:10,1 - on the first command,,01:17,3 - Mostly distracted (5+),4 - regularly,3 - moderate tension,1 - Dog walks out ahead the handler,,02:26,2 - Not great (3-4 attempts),,03:48,3 - Good (2 attempts),,04:54,4 - Excellent (1 attempt),3 - reasonably settled,06:00,,06:10,2 - Hesitant,3 - Cooperative,No,No,06:48,,07:02,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,07:43,,08:22,6,4,3,5,2,4,1,5,4 - frequent (6-8),"5 - extreme tension, back legs are stretched and one or more front paws raised off the floor","6 - is very friendly, licks the person’s hands and wags its tail",09:12,,09:38,"5 - Overly interested, dog jumps at handler","unsettled, jumping at handler, lying down, whines, sits",10:18,None,2 - Interacts with kong but loses interest,2 - Moves slightly away from handler,NA,10:46,3 - Actively follows the handler,,11:07,"4 - Moderately interested in other  dog, moves towards dog after sometime",NA,11:40,dog was on route back to the handler,11:54,2 - needs some encouragement,2 - Rarely,2 - Rarely,3 - Occasionally,1 - Never,1 - Never,1 - Never,3 - Occasionally,1 - Never,3 - Poor self-modulation,3 - Moderately stressed,No,13:01,,13:07,2 - moderately playful,1 - Never,"4 - very excited, moving around;",13:30,3 - calmly interacts with the handler,,13:57,3 - Occasionally,4 - Mostly,3 - Occasionally,2 - Rarely,1 - Never,No,15:06,,4 - activated approach,,15:27,15:46,4 - minor reaction,15:52,,3,4,0,15,0,0,0,0,0,8,
